FID	source	sourceID	scientific	year	latitude	longitude
1067	MHP	130640	Sargassum muticum	1999	32.874797	-117.252037
1068	MHP	1010629	Sargassum muticum	2016	32.870053	-117.273174
1069	MHP	144376	Sargassum muticum	0	32.84722	-117.27333
1070	MHP	1005699	Sargassum muticum	2014	32.836142	-117.283113
1071	MHP	1005700	Sargassum muticum	2014	32.836142	-117.283113
1072	MHP	617500	Sargassum muticum	1971	32.81446	-117.274283
1073	MHP	617503	Sargassum muticum	1971	32.81446	-117.274283
1074	MHP	617504	Sargassum muticum	1971	32.81446	-117.274283
1075	MHP	617509	Sargassum muticum	1970	32.81446	-117.274283
1076	MHP	617512	Sargassum muticum	1971	32.81446	-117.274283
1077	MHP	617527	Sargassum muticum	1971	32.81446	-117.274283
1078	MHP	617526	Sargassum muticum	1972	32.812583	-117.26818
1079	MHP	617528	Sargassum muticum	1972	32.812583	-117.26818
1080	MHP	617501	Sargassum muticum	1971	32.809726	-117.271101
1081	MHP	617502	Sargassum muticum	1971	32.796959	-117.249514
1082	MHP	814808	Sargassum muticum	1877	32.782549	-117.252259
1083	GBIF	2028416921	Sargassum muticum (Yendo) Fensholt	1877	32.782549	-117.252259
1084	MHP	617521	Sargassum muticum	1970	32.779167	-117.23333
1085	MHP	970692	Sargassum muticum	1969	32.713044	-117.227794
1086	MHP	970693	Sargassum muticum	1969	32.713044	-117.227794
1087	MHP	988870	Sargassum muticum	1969	32.713044	-117.227794
1088	MHP	454709	Sargassum muticum	1971	32.678877	-117.179859
1089	MHP	454713	Sargassum muticum	1972	32.678877	-117.179859
1090	MHP	1005703	Sargassum muticum	2002	32.63633	-117.14278
1091	GBIF	1419016667	Sargassum muticum (Yendo) Fensholt	1979	32.495278	-117.121944
1092	GBIF	1419015178	Sargassum muticum (Yendo) Fensholt	1986	32.416667	-117.266667
1093	GBIF	1419015143	Sargassum muticum (Yendo) Fensholt	1986	32.416667	-117.266667
1094	GBIF	1419015926	Sargassum muticum (Yendo) Fensholt	1982	32.395	-117.0875
1095	MHP	64977	Sargassum muticum	1995	32.315849	-117.048967
1096	MHP	64979	Sargassum muticum	1999	32.297824	-117.048967
1097	GBIF	1418917378	Sargassum muticum (Yendo) Fensholt	1994	32.267464	-117.020714
1098	GBIF	1418917529	Sargassum muticum (Yendo) Fensholt	1987	32.247472	-116.948694
1099	GBIF	1418917517	Sargassum muticum (Yendo) Fensholt	1985	32.247472	-116.948694
1100	GBIF	1418917510	Sargassum muticum (Yendo) Fensholt	1992	32.247472	-116.948694
1101	GBIF	1418917486	Sargassum muticum (Yendo) Fensholt	1989	32.247472	-116.948694
1102	GBIF	1418917485	Sargassum muticum (Yendo) Fensholt	1986	32.247472	-116.948694
1103	GBIF	1418917473	Sargassum muticum (Yendo) Fensholt	2010	32.247472	-116.948694
1104	GBIF	1418917470	Sargassum muticum (Yendo) Fensholt	2001	32.247472	-116.948694
1105	GBIF	1418917464	Sargassum muticum (Yendo) Fensholt	1990	32.247472	-116.948694
1106	GBIF	1419015558	Sargassum muticum (Yendo) Fensholt	1985	32.246389	-116.948056
1107	GBIF	1419015526	Sargassum muticum (Yendo) Fensholt	1987	32.246389	-116.948056
1108	GBIF	1419015496	Sargassum muticum (Yendo) Fensholt	1987	32.246389	-116.948056
1109	GBIF	1419015456	Sargassum muticum (Yendo) Fensholt	1990	32.246389	-116.948056
1110	GBIF	1419015444	Sargassum muticum (Yendo) Fensholt	1992	32.246389	-116.948056
1111	GBIF	1419015433	Sargassum muticum (Yendo) Fensholt	1986	32.246389	-116.948056
1112	GBIF	1419015399	Sargassum muticum (Yendo) Fensholt	1986	32.246389	-116.948056
1113	GBIF	1418917640	Sargassum muticum (Yendo) Fensholt	1990	32.237411	-116.931572
1114	GBIF	1418917404	Sargassum muticum (Yendo) Fensholt	2005	32.181544	-116.911428
1115	GBIF	1419016206	Sargassum muticum (Yendo) Fensholt	1999	32.155	-116.898056
1116	GBIF	1418917506	Sargassum muticum (Yendo) Fensholt	2009	32.054186	-116.878333
1117	GBIF	1419016342	Sargassum muticum (Yendo) Fensholt	2000	32.027222	-116.881944
1118	GBIF	1418917623	Sargassum muticum (Yendo) Fensholt	2006	31.990536	-116.85405
1119	GBIF	1418917599	Sargassum muticum (Yendo) Fensholt	2005	31.990536	-116.85405
1120	GBIF	1418917575	Sargassum muticum (Yendo) Fensholt	2006	31.990536	-116.85405
1121	GBIF	1418917420	Sargassum muticum (Yendo) Fensholt	2009	31.893981	-116.698731
1122	GBIF	1418917410	Sargassum muticum (Yendo) Fensholt	1986	31.893981	-116.698731
1123	GBIF	1893799073	Sargassum muticum (Yendo) Fensholt	1990	31.875	-116.625
1124	GBIF	1893799072	Sargassum muticum (Yendo) Fensholt	1979	31.875	-116.625
1125	GBIF	1419015267	Sargassum muticum (Yendo) Fensholt	1986	31.868889	-116.677222
1126	GBIF	1419016009	Sargassum muticum (Yendo) Fensholt	1996	31.863611	-116.6625
1127	GBIF	1419016007	Sargassum muticum (Yendo) Fensholt	1996	31.863611	-116.6625
1128	GBIF	1419016001	Sargassum muticum (Yendo) Fensholt	1996	31.863611	-116.6625
1129	GBIF	1418917474	Sargassum muticum (Yendo) Fensholt	2009	31.863011	-116.658736
1130	GBIF	1418917700	Sargassum muticum (Yendo) Fensholt	2008	31.861511	-116.668397
1131	GBIF	1418917667	Sargassum muticum (Yendo) Fensholt	2009	31.861511	-116.668397
1132	GBIF	1418917661	Sargassum muticum (Yendo) Fensholt	1985	31.861511	-116.668397
1133	GBIF	1418917660	Sargassum muticum (Yendo) Fensholt	1986	31.861511	-116.668397
1134	GBIF	1418917655	Sargassum muticum (Yendo) Fensholt	1985	31.861511	-116.668397
1135	GBIF	1418917616	Sargassum muticum (Yendo) Fensholt	1986	31.861511	-116.668397
1136	GBIF	1419016616	Sargassum muticum (Yendo) Fensholt	1985	31.859722	-116.665556
1137	GBIF	1419016610	Sargassum muticum (Yendo) Fensholt	1986	31.859722	-116.665556
1138	GBIF	1419016586	Sargassum muticum (Yendo) Fensholt	1986	31.859722	-116.665556
1139	GBIF	1419016585	Sargassum muticum (Yendo) Fensholt	1985	31.859722	-116.665556
1140	GBIF	1419016502	Sargassum muticum (Yendo) Fensholt	1986	31.859722	-116.665556
1141	GBIF	1418917545	Sargassum muticum (Yendo) Fensholt	2009	31.859558	-116.639469
1142	GBIF	1418917433	Sargassum muticum (Yendo) Fensholt	2009	31.804494	-116.788006
1143	GBIF	1418917413	Sargassum muticum (Yendo) Fensholt	2008	31.804494	-116.788006
1144	GBIF	1418917591	Sargassum muticum (Yendo) Fensholt	2000	31.803586	-116.788342
1145	GBIF	1418917634	Sargassum muticum (Yendo) Fensholt	2004	31.801522	-116.787339
1146	GBIF	1418917612	Sargassum muticum (Yendo) Fensholt	1983	31.801522	-116.787339
1147	GBIF	1419015855	Sargassum muticum (Yendo) Fensholt	1983	31.791667	-116.790278
1148	GBIF	1419015836	Sargassum muticum (Yendo) Fensholt	1983	31.791667	-116.790278
1149	GBIF	1419015750	Sargassum muticum (Yendo) Fensholt	1983	31.791667	-116.790278
1150	GBIF	1419015368	Sargassum muticum (Yendo) Fensholt	1997	31.774722	-116.611389
1151	GBIF	1419015350	Sargassum muticum (Yendo) Fensholt	1995	31.774722	-116.611389
1152	GBIF	1419015335	Sargassum muticum (Yendo) Fensholt	1996	31.774722	-116.611389
1153	GBIF	1419015320	Sargassum muticum (Yendo) Fensholt	1998	31.774722	-116.611389
1154	GBIF	1419015310	Sargassum muticum (Yendo) Fensholt	1995	31.774722	-116.611389
1155	GBIF	1419015280	Sargassum muticum (Yendo) Fensholt	2000	31.774722	-116.611389
1156	GBIF	1419015253	Sargassum muticum (Yendo) Fensholt	1991	31.774722	-116.611389
1157	MHP	617520	Sargassum muticum	1971	31.745175	-116.637812
1158	MHP	617513	Sargassum muticum	1971	31.743801	-116.744445
1159	MHP	617519	Sargassum muticum	1971	31.743801	-116.744445
1160	GBIF	1418917715	Sargassum muticum (Yendo) Fensholt	1995	31.733175	-116.698628
1161	GBIF	1418917696	Sargassum muticum (Yendo) Fensholt	2000	31.733175	-116.698628
1162	GBIF	1418917651	Sargassum muticum (Yendo) Fensholt	1996	31.733175	-116.698628
1163	GBIF	1418917642	Sargassum muticum (Yendo) Fensholt	2000	31.733175	-116.698628
1164	GBIF	1419015670	Sargassum muticum (Yendo) Fensholt	2000	31.732778	-116.698611
1165	GBIF	1419015645	Sargassum muticum (Yendo) Fensholt	2000	31.732778	-116.698611
1166	GBIF	1419015612	Sargassum muticum (Yendo) Fensholt	1995	31.732778	-116.698611
1167	GBIF	1419015594	Sargassum muticum (Yendo) Fensholt	1999	31.732778	-116.698611
1168	GBIF	1418917535	Sargassum muticum (Yendo) Fensholt	1986	31.723639	-116.7208
1169	GBIF	1418917511	Sargassum muticum (Yendo) Fensholt	1987	31.723639	-116.7208
1170	GBIF	1418917489	Sargassum muticum (Yendo) Fensholt	2005	31.723639	-116.7208
1171	GBIF	1419016788	Sargassum muticum (Yendo) Fensholt	1996	31.705	-116.681667
1172	GBIF	1419016765	Sargassum muticum (Yendo) Fensholt	1997	31.705	-116.681667
1173	GBIF	1418917595	Sargassum muticum (Yendo) Fensholt	1996	31.702667	-116.68425
1174	GBIF	1418917570	Sargassum muticum (Yendo) Fensholt	1993	31.702667	-116.68425
1175	GBIF	1418917546	Sargassum muticum (Yendo) Fensholt	2009	31.702667	-116.68425
1176	GBIF	1418917516	Sargassum muticum (Yendo) Fensholt	1996	31.702667	-116.68425
1177	GBIF	1418917620	Sargassum muticum (Yendo) Fensholt	1995	31.693611	-116.676406
1178	GBIF	1418917592	Sargassum muticum (Yendo) Fensholt	2009	31.693611	-116.676406
1179	GBIF	1418917563	Sargassum muticum (Yendo) Fensholt	1994	31.693611	-116.676406
1180	GBIF	1419016209	Sargassum muticum (Yendo) Fensholt	1996	31.551389	-116.680833
1181	GBIF	1419016165	Sargassum muticum (Yendo) Fensholt	1997	31.551389	-116.680833
1182	GBIF	1419016072	Sargassum muticum (Yendo) Fensholt	1990	31.551389	-116.680833
1183	GBIF	1419016054	Sargassum muticum (Yendo) Fensholt	1983	31.551389	-116.680833
1184	GBIF	1419016051	Sargassum muticum (Yendo) Fensholt	1995	31.551389	-116.680833
1185	GBIF	1418917588	Sargassum muticum (Yendo) Fensholt	1996	31.551206	-116.680553
1186	GBIF	1418917562	Sargassum muticum (Yendo) Fensholt	1997	31.551206	-116.680553
1187	GBIF	1418917534	Sargassum muticum (Yendo) Fensholt	1983	31.551206	-116.680553
1188	GBIF	1418917515	Sargassum muticum (Yendo) Fensholt	1990	31.551206	-116.680553
1189	GBIF	1419015533	Sargassum muticum (Yendo) Fensholt	1979	31.445556	-116.545556
1190	GBIF	1418917469	Sargassum muticum (Yendo) Fensholt	1998	31.329381	-116.453733
1191	GBIF	1418917609	Sargassum muticum (Yendo) Fensholt	2006	31.321092	-116.436931
1192	GBIF	1418917557	Sargassum muticum (Yendo) Fensholt	2006	31.321092	-116.436931
1193	GBIF	1419017040	Sargassum muticum (Yendo) Fensholt	1995	31.319167	-116.435833
1194	GBIF	1419017026	Sargassum muticum (Yendo) Fensholt	1996	31.319167	-116.435833
1195	GBIF	1419017000	Sargassum muticum (Yendo) Fensholt	1996	31.319167	-116.435833
1196	GBIF	1419016932	Sargassum muticum (Yendo) Fensholt	1985	31.319167	-116.435833
1197	MHP	64978	Sargassum muticum	1994	31.293069	-116.416784
1198	GBIF	1989126933	Sargassum muticum (Yendo) Fensholt	1994	31.293069	-116.416784
1199	GBIF	1418917525	Sargassum muticum (Yendo) Fensholt	1985	31.292714	-116.416375
1200	GBIF	1418917523	Sargassum muticum (Yendo) Fensholt	1996	31.292714	-116.416375
1201	GBIF	1418917521	Sargassum muticum (Yendo) Fensholt	1996	31.292714	-116.416375
1202	GBIF	1418917509	Sargassum muticum (Yendo) Fensholt	1994	31.292714	-116.416375
1203	GBIF	1418917507	Sargassum muticum (Yendo) Fensholt	1995	31.292714	-116.416375
1204	GBIF	1418917484	Sargassum muticum (Yendo) Fensholt	1996	31.292714	-116.416375
1205	GBIF	1418917482	Sargassum muticum (Yendo) Fensholt	1995	31.292714	-116.416375
1206	GBIF	1418917430	Sargassum muticum (Yendo) Fensholt	2005	31.261189	-116.992342
1207	GBIF	1419015921	Sargassum muticum (Yendo) Fensholt	1983	30.955278	-116.319722
1208	GBIF	1419016219	Sargassum muticum (Yendo) Fensholt	1986	30.45	-116.033333
1209	GBIF	1418917551	Sargassum muticum (Yendo) Fensholt	2009	30.436469	-116.031417
1210	GBIF	1419016893	Sargassum muticum (Yendo) Fensholt	1986	30.366667	-115.916667
1211	GBIF	1419016865	Sargassum muticum (Yendo) Fensholt	1990	30.366667	-115.916667
1212	GBIF	1419016847	Sargassum muticum (Yendo) Fensholt	1986	30.366667	-115.916667
1213	GBIF	1419016843	Sargassum muticum (Yendo) Fensholt	1987	30.366667	-115.916667
1214	GBIF	1419016842	Sargassum muticum (Yendo) Fensholt	1987	30.366667	-115.916667
1215	GBIF	1419016838	Sargassum muticum (Yendo) Fensholt	1986	30.366667	-115.916667
1216	GBIF	1419016825	Sargassum muticum (Yendo) Fensholt	1989	30.366667	-115.916667
1217	GBIF	1419016817	Sargassum muticum (Yendo) Fensholt	1995	30.366667	-115.916667
1218	GBIF	1419016816	Sargassum muticum (Yendo) Fensholt	1985	30.366667	-115.916667
1219	GBIF	1419016811	Sargassum muticum (Yendo) Fensholt	1988	30.366667	-115.916667
1220	GBIF	1419016798	Sargassum muticum (Yendo) Fensholt	1991	30.366667	-115.916667
1221	MHP	64976	Sargassum muticum	1999	29.949753	-115.811601
1222	GBIF	1988787904	Sargassum muticum (Yendo) Fensholt	1999	29.949753	-115.811601
1223	GBIF	1419016392	Sargassum muticum (Yendo) Fensholt	1977	29.949444	-115.810556
1224	GBIF	1418917455	Sargassum muticum (Yendo) Fensholt	2006	29.9488	-115.813014
1225	GBIF	1418917454	Sargassum muticum (Yendo) Fensholt	2006	29.9488	-115.813014
1226	GBIF	1418917453	Sargassum muticum (Yendo) Fensholt	1983	29.9488	-115.813014
1227	GBIF	1418917452	Sargassum muticum (Yendo) Fensholt	2009	29.9488	-115.813014
1228	GBIF	1418917451	Sargassum muticum (Yendo) Fensholt	1999	29.9488	-115.813014
1229	GBIF	1418917441	Sargassum muticum (Yendo) Fensholt	2006	29.9488	-115.813014
1230	GBIF	1418917439	Sargassum muticum (Yendo) Fensholt	1998	29.9488	-115.813014
1231	GBIF	1418917478	Sargassum muticum (Yendo) Fensholt	1999	29.939147	-115.734375
1232	GBIF	1418917468	Sargassum muticum (Yendo) Fensholt	1998	29.939147	-115.734375
1233	GBIF	1894792008	Sargassum muticum (Yendo) Fensholt	2013	29.171511	-118.26968
1234	GBIF	1894791837	Sargassum muticum (Yendo) Fensholt	2013	29.171447	-118.269672
1235	GBIF	1894792001	Sargassum muticum (Yendo) Fensholt	2013	28.977586	-118.308453
1236	GBIF	1894791975	Sargassum muticum (Yendo) Fensholt	2013	28.9775	-118.308358
1237	GBIF	1894792056	Sargassum muticum (Yendo) Fensholt	2013	28.977417	-118.308308
1238	GBIF	1894792017	Sargassum muticum (Yendo) Fensholt	2013	28.977131	-118.308089
1239	GBIF	1894792031	Sargassum muticum (Yendo) Fensholt	2013	28.970344	-118.298064
1240	GBIF	1418917672	Sargassum muticum (Yendo) Fensholt	2009	28.881522	-114.423317
1241	GBIF	1418917490	Sargassum muticum (Yendo) Fensholt	2006	28.772769	-114.349339
1242	GBIF	1418917460	Sargassum muticum (Yendo) Fensholt	2009	28.772769	-114.349339
1243	GBIF	1418917503	Sargassum muticum (Yendo) Fensholt	2005	28.485547	-114.068258
1244	GBIF	1418917600	Sargassum muticum (Yendo) Fensholt	2011	28.363528	-115.1975
1245	GBIF	1418917571	Sargassum muticum (Yendo) Fensholt	2010	28.363528	-115.1975
1246	GBIF	1418917547	Sargassum muticum (Yendo) Fensholt	2010	28.363528	-115.1975
1247	GBIF	1418917537	Sargassum muticum (Yendo) Fensholt	2010	28.363528	-115.1975
1248	GBIF	1418917518	Sargassum muticum (Yendo) Fensholt	2011	28.363528	-115.1975
1249	GBIF	1418917377	Sargassum muticum (Yendo) Fensholt	2011	28.081761	-115.355092
1250	GBIF	1418917440	Sargassum muticum (Yendo) Fensholt	2011	28.037306	-115.253067
1251	GBIF	1418917438	Sargassum muticum (Yendo) Fensholt	2010	28.037306	-115.253067
1252	GBIF	1418917421	Sargassum muticum (Yendo) Fensholt	2011	28.037306	-115.253067
1253	GBIF	1418917415	Sargassum muticum (Yendo) Fensholt	2010	28.037306	-115.253067
1254	GBIF	1418917407	Sargassum muticum (Yendo) Fensholt	2011	28.037306	-115.253067
1255	GBIF	1418917656	Sargassum muticum (Yendo) Fensholt	2011	28.031678	-115.186639
1256	GBIF	1418917641	Sargassum muticum (Yendo) Fensholt	2010	28.031678	-115.186639
1257	GBIF	1894780679	Sargassum muticum (Yendo) Fensholt	1995	27.898611	-114.206389
1258	GBIF	1894780643	Sargassum muticum (Yendo) Fensholt	1995	27.863611	-114.134444
1259	GBIF	1421421343	Sargassum muticum (Yendo) Fensholt	1995	27.863611	-114.134444
1260	GBIF	1894780651	Sargassum muticum (Yendo) Fensholt	1995	27.791667	-114.186667
1261	GBIF	1421421886	Sargassum muticum (Yendo) Fensholt	1995	27.731111	-114.038611
1262	GBIF	1421422463	Sargassum muticum (Yendo) Fensholt	1995	27.709722	-114.1725
1263	GBIF	1894780672	Sargassum muticum (Yendo) Fensholt	1995	27.705833	-114.153333
1264	GBIF	1894780658	Sargassum muticum (Yendo) Fensholt	1995	27.705833	-114.153333
1265	GBIF	1894780634	Sargassum muticum (Yendo) Fensholt	1995	27.705833	-114.153333
1266	GBIF	1894780665	Sargassum muticum (Yendo) Fensholt	1995	27.689167	-114.031944
1267	GBIF	1421421554	Sargassum muticum (Yendo) Fensholt	1995	27.689167	-114.031944
1268	GBIF	1893799067	Sargassum muticum (Yendo) Fensholt	1991	27.688889	-114.925
1269	GBIF	1418917520	Sargassum muticum (Yendo) Fensholt	1983	27.652814	-114.873786
1270	GBIF	1893799084	Sargassum muticum (Yendo) Fensholt	1998	27.141667	-114.293056
1271	GBIF	1893799070	Sargassum muticum (Yendo) Fensholt	1994	27.141667	-114.293056
1272	GBIF	1418917569	Sargassum muticum (Yendo) Fensholt	1993	26.790008	-113.240675
1273	GBIF	1421421491	Sargassum muticum (Yendo) Fensholt	1993	26.79	-113.247222
1274	GBIF	1421421433	Sargassum muticum (Yendo) Fensholt	1993	26.79	-113.247222
1275	MHP	386711	Sargassum muticum	1999	21.3167	-158.117
1276	GBIF	38546824	Sargassum muticum (Yendo) Fensholt	1999	21.3167	-158.117
1277	OBIS	0	Sargassum muticum	1999	21.3167	-158.117
1278	 	0	 	0	0	0
1279	 	0	 	0	0	0
1280	 	0	 	0	0	0
1281	 	0	 	0	0	0
1282	 	0	 	0	0	0
1283	 	0	 	0	0	0
1284	 	0	 	0	0	0
1285	 	0	 	0	0	0
1286	 	0	 	0	0	0
1287	 	0	 	0	0	0
1288	 	0	 	0	0	0
1289	 	0	 	0	0	0
1290	 	0	 	0	0	0
1291	 	0	 	0	0	0
1292	 	0	 	0	0	0
1293	 	0	 	0	0	0
1294	 	0	 	0	0	0
1295	 	0	 	0	0	0
1296	 	0	 	0	0	0
1297	 	0	 	0	0	0
1298	 	0	 	0	0	0
1299	 	0	 	0	0	0
1300	 	0	 	0	0	0
1301	 	0	 	0	0	0
1302	 	0	 	0	0	0
1303	 	0	 	0	0	0
1304	 	0	 	0	0	0
1305	 	0	 	0	0	0
1306	 	0	 	0	0	0
1307	 	0	 	0	0	0
1308	 	0	 	0	0	0
1309	 	0	 	0	0	0
1310	 	0	 	0	0	0
1311	 	0	 	0	0	0
1312	 	0	 	0	0	0
1313	 	0	 	0	0	0
1314	 	0	 	0	0	0
1315	 	0	 	0	0	0
1316	 	0	 	0	0	0
1317	 	0	 	0	0	0
1318	 	0	 	0	0	0
1319	 	0	 	0	0	0
1320	 	0	 	0	0	0
1321	 	0	 	0	0	0
1322	 	0	 	0	0	0
1323	 	0	 	0	0	0
1324	 	0	 	0	0	0
1325	 	0	 	0	0	0
1326	 	0	 	0	0	0
1327	 	0	 	0	0	0
1328	 	0	 	0	0	0
1329	 	0	 	0	0	0
1330	 	0	 	0	0	0
1331	 	0	 	0	0	0
1332	 	0	 	0	0	0
1333	 	0	 	0	0	0
1334	 	0	 	0	0	0
1335	 	0	 	0	0	0
1336	 	0	 	0	0	0
1337	 	0	 	0	0	0
1338	 	0	 	0	0	0
1339	 	0	 	0	0	0
1340	 	0	 	0	0	0
1341	 	0	 	0	0	0
1342	 	0	 	0	0	0
1343	 	0	 	0	0	0
1344	 	0	 	0	0	0
1345	 	0	 	0	0	0
1346	 	0	 	0	0	0
1347	 	0	 	0	0	0
1348	 	0	 	0	0	0
1349	 	0	 	0	0	0
1350	 	0	 	0	0	0
1351	 	0	 	0	0	0
1352	 	0	 	0	0	0
1353	 	0	 	0	0	0
1354	 	0	 	0	0	0
1355	 	0	 	0	0	0
1356	 	0	 	0	0	0
1357	 	0	 	0	0	0
1358	 	0	 	0	0	0
1359	 	0	 	0	0	0
1360	 	0	 	0	0	0
1361	 	0	 	0	0	0
1362	 	0	 	0	0	0
1363	 	0	 	0	0	0
1364	 	0	 	0	0	0
1365	 	0	 	0	0	0
1366	 	0	 	0	0	0
1367	 	0	 	0	0	0
1368	 	0	 	0	0	0
1369	 	0	 	0	0	0
1370	 	0	 	0	0	0
1371	 	0	 	0	0	0
1372	 	0	 	0	0	0
1373	 	0	 	0	0	0
1374	 	0	 	0	0	0
1375	 	0	 	0	0	0
1376	 	0	 	0	0	0
1377	 	0	 	0	0	0
1378	 	0	 	0	0	0
1379	 	0	 	0	0	0
1380	 	0	 	0	0	0
1381	 	0	 	0	0	0
1382	 	0	 	0	0	0
1383	 	0	 	0	0	0
1384	 	0	 	0	0	0
1385	 	0	 	0	0	0
1386	 	0	 	0	0	0
1387	 	0	 	0	0	0
1388	 	0	 	0	0	0
1389	 	0	 	0	0	0
1390	 	0	 	0	0	0
1391	 	0	 	0	0	0
1392	 	0	 	0	0	0
1393	 	0	 	0	0	0
1394	 	0	 	0	0	0
1395	 	0	 	0	0	0
1396	 	0	 	0	0	0
1397	 	0	 	0	0	0
1398	 	0	 	0	0	0
1399	 	0	 	0	0	0
1400	 	0	 	0	0	0
1401	 	0	 	0	0	0
1402	 	0	 	0	0	0
1403	 	0	 	0	0	0
1404	 	0	 	0	0	0
1405	 	0	 	0	0	0
1406	 	0	 	0	0	0
1407	 	0	 	0	0	0
1408	 	0	 	0	0	0
1409	 	0	 	0	0	0
1410	 	0	 	0	0	0
1411	 	0	 	0	0	0
1412	 	0	 	0	0	0
1413	 	0	 	0	0	0
1414	 	0	 	0	0	0
1415	 	0	 	0	0	0
1416	 	0	 	0	0	0
1417	 	0	 	0	0	0
1418	 	0	 	0	0	0
1419	 	0	 	0	0	0
1420	 	0	 	0	0	0
1421	 	0	 	0	0	0
1422	 	0	 	0	0	0
1423	 	0	 	0	0	0
1424	 	0	 	0	0	0
1425	 	0	 	0	0	0
1426	 	0	 	0	0	0
1427	 	0	 	0	0	0
1428	 	0	 	0	0	0
1429	 	0	 	0	0	0
1430	 	0	 	0	0	0
1431	 	0	 	0	0	0
1432	 	0	 	0	0	0
1433	 	0	 	0	0	0
1434	 	0	 	0	0	0
1435	 	0	 	0	0	0
1436	 	0	 	0	0	0
1437	 	0	 	0	0	0
1438	 	0	 	0	0	0
1439	 	0	 	0	0	0
1440	 	0	 	0	0	0
1441	 	0	 	0	0	0
1442	 	0	 	0	0	0
1443	 	0	 	0	0	0
1444	 	0	 	0	0	0
1445	 	0	 	0	0	0
1446	 	0	 	0	0	0
1447	 	0	 	0	0	0
1448	 	0	 	0	0	0
1449	 	0	 	0	0	0
1450	 	0	 	0	0	0
1451	 	0	 	0	0	0
1452	 	0	 	0	0	0
1453	 	0	 	0	0	0
1454	 	0	 	0	0	0
1455	 	0	 	0	0	0
1456	 	0	 	0	0	0
1457	 	0	 	0	0	0
1458	 	0	 	0	0	0
1459	 	0	 	0	0	0
1460	 	0	 	0	0	0
1461	 	0	 	0	0	0
1462	 	0	 	0	0	0
1463	 	0	 	0	0	0
1464	 	0	 	0	0	0
1465	 	0	 	0	0	0
1466	 	0	 	0	0	0
1467	 	0	 	0	0	0
1468	 	0	 	0	0	0
1469	 	0	 	0	0	0
1470	 	0	 	0	0	0
1471	 	0	 	0	0	0
1472	 	0	 	0	0	0
1473	 	0	 	0	0	0
1474	 	0	 	0	0	0
1475	 	0	 	0	0	0
1476	 	0	 	0	0	0
1477	 	0	 	0	0	0
1478	 	0	 	0	0	0
1479	 	0	 	0	0	0
1480	 	0	 	0	0	0
1481	 	0	 	0	0	0
1482	 	0	 	0	0	0
1483	 	0	 	0	0	0
1484	 	0	 	0	0	0
1485	 	0	 	0	0	0
1486	 	0	 	0	0	0
1487	 	0	 	0	0	0
1488	 	0	 	0	0	0
1489	 	0	 	0	0	0
1490	 	0	 	0	0	0
1491	 	0	 	0	0	0
1492	 	0	 	0	0	0
1493	 	0	 	0	0	0
1494	 	0	 	0	0	0
1495	 	0	 	0	0	0
1496	 	0	 	0	0	0
1497	 	0	 	0	0	0
1498	 	0	 	0	0	0
1499	 	0	 	0	0	0
1500	 	0	 	0	0	0
1501	 	0	 	0	0	0
1502	 	0	 	0	0	0
1503	 	0	 	0	0	0
1504	 	0	 	0	0	0
1505	 	0	 	0	0	0
1506	 	0	 	0	0	0
1507	 	0	 	0	0	0
1508	 	0	 	0	0	0
1509	 	0	 	0	0	0
1510	 	0	 	0	0	0
1511	 	0	 	0	0	0
1512	 	0	 	0	0	0
1513	 	0	 	0	0	0
1514	 	0	 	0	0	0
1515	 	0	 	0	0	0
1516	 	0	 	0	0	0
1517	 	0	 	0	0	0
1518	 	0	 	0	0	0
1519	 	0	 	0	0	0
1520	 	0	 	0	0	0
1521	 	0	 	0	0	0
1522	 	0	 	0	0	0
1523	 	0	 	0	0	0
1524	 	0	 	0	0	0
1525	 	0	 	0	0	0
1526	 	0	 	0	0	0
1527	 	0	 	0	0	0
1528	 	0	 	0	0	0
1529	 	0	 	0	0	0
1530	 	0	 	0	0	0
1531	 	0	 	0	0	0
1532	 	0	 	0	0	0
1533	 	0	 	0	0	0
1534	 	0	 	0	0	0
1535	 	0	 	0	0	0
1536	 	0	 	0	0	0
1537	 	0	 	0	0	0
1538	 	0	 	0	0	0
1539	 	0	 	0	0	0
1540	 	0	 	0	0	0
1541	 	0	 	0	0	0
1542	 	0	 	0	0	0
1543	 	0	 	0	0	0
1544	 	0	 	0	0	0
1545	 	0	 	0	0	0
1546	 	0	 	0	0	0
1547	 	0	 	0	0	0
1548	 	0	 	0	0	0
1549	 	0	 	0	0	0
1550	 	0	 	0	0	0
1551	 	0	 	0	0	0
1552	 	0	 	0	0	0
1553	 	0	 	0	0	0
1554	 	0	 	0	0	0
1555	 	0	 	0	0	0
1556	 	0	 	0	0	0
1557	 	0	 	0	0	0
1558	 	0	 	0	0	0
1559	 	0	 	0	0	0
1560	 	0	 	0	0	0
1561	 	0	 	0	0	0
1562	 	0	 	0	0	0
1563	 	0	 	0	0	0
1564	 	0	 	0	0	0
1565	 	0	 	0	0	0
1566	 	0	 	0	0	0
1567	 	0	 	0	0	0
1568	 	0	 	0	0	0
1569	 	0	 	0	0	0
1570	 	0	 	0	0	0
1571	 	0	 	0	0	0
1572	 	0	 	0	0	0
1573	 	0	 	0	0	0
1574	 	0	 	0	0	0
1575	 	0	 	0	0	0
1576	 	0	 	0	0	0
1577	 	0	 	0	0	0
1578	 	0	 	0	0	0
